year,site_name,site_name_2013_2018,site_name_1988_2001,site_abbr,region_3,region_4,event,bp_min,bp_max,fl_min,fl_max,total_nests,nonpred_eggs,nonpred_chicks,nonpred_fl,nonpred_ad,pred_control,pred_eggs,pred_chicks,pred_fl,pred_ad,pred_pefa,pred_coy_fox,pred_meso,pred_owlspp,pred_corvid,pred_other_raptor,pred_other_avian,pred_misc,total_pefa,total_coy_fox,total_meso,total_owlspp,total_corvid,total_other_raptor,total_other_avian,total_misc,first_observed,last_observed,first_nest,first_chick,first_fledge
2010,SEAL BEACH NWR ANAHEIM BAY,Seal Beach National Wildlife Refuge,NA_2013_2018 POLYGON,SEAL_BCH_NWR,SOUTHERN,SOUTHERN,EL_NINO,259.0,259.0,32,32,265,,116,2,2,,,,,,Y,N,N,Y,N,N,N,N,,,,,,,,,,,2010-05-14,2010-06-11,2010-06-25
2010,BOLSA CHICA ECOLOGICAL RESERVE,Bolsa Chica,NA_2013_2018 POLYGON,BCER,SOUTHERN,SOUTHERN,EL_NINO,417.0,446.0,67,114,446,,,,,,,,,,N,Y,N,N,Y,N,Y,Y,,,,,,,,,2010-04-16,2010-08-17,2010-05-07,2010-05-25,2010-06-18
2010,HUNTINGTON STATE BEACH,Huntington Beach State Park,NA_2013_2018 POLYGON,HSB,SOUTHERN,SOUTHERN,EL_NINO,398.0,405.0,298,298,433,120,17,3,1,,,,,,N,N,N,N,Y,Y,Y,Y,,,,,,,,,2010-05-02,2010-07-29,2010-05-16,2010-05-30,2010-06-20
2010,BURRIS ISLAND,Burris Basin,NA_2013_2018 POLYGON,BUR_ISL,SOUTHERN,SOUTHERN,EL_NINO,7.0,7.0,4,4,8,0,0,0,0,,,,,,N,N,N,N,N,N,Y,Y,,,,,,,,,2010-05-15,2010-07-22,2010-06-05,2010-06-25,2010-07-21
2010,UPPER NEWPORT BAY ECOLOGICAL RESERVE,Upper Newport Bay,NA_2013_2018 POLYGON,UNBER,SOUTHERN,SOUTHERN,EL_NINO,13.0,13.0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,MCB CAMP PENDLETON,Camp Pendleton,NA_2013_2018 POLYGON,MCBCP,SOUTHERN,SOUTHERN,EL_NINO,1691.0,1691.0,385,512,1722,327,679,182,6,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,2010-04-18,2010-08-05,2010-05-01,2010-05-26,2010-06-16
2010,BATIQUITOS LAGOON ECOLOGICAL RESERVE,Batiquitos Lagoon,NA_2013_2018 POLYGON,BLER,SOUTHERN,SOUTHERN,EL_NINO,458.0,480.0,208,261,480,98,131,104,1,,,,,,N,N,N,Y,N,Y,Y,Y,,,,,,,,,2010-04-19,2010-08-07,2010-05-06,2010-05-27,2010-06-17
2010,SAN ELIJO LAGOON ECOLOGICAL RESERVE,San Elijo Lagoon,NA_2013_2018 POLYGON,SAN_ELIJO,SOUTHERN,SOUTHERN,EL_NINO,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-04,2010-08-12,,,
2010,FAIRBANKS RANCH,Fairbanks Ranch,NA_2013_2018 POLYGON,FAIR_RAN,SOUTHERN,SOUTHERN,EL_NINO,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,SAN DIEGUITO LAGOON ECOLOGICAL RESERVE,San Diequito Lagoon,NA_2013_2018 POLYGON,SANDIEGU_LAG,SOUTHERN,SOUTHERN,EL_NINO,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,MISSION BAY FAA ISLAND,FAA Island,NA_2013_2018 POLYGON,MB_FAA,SOUTHERN,SOUTHERN,EL_NINO,11.0,15.0,0,0,17,3,2,0,0,,,,,,N,N,N,N,Y,Y,Y,N,,,,,,,,,2010-05-07,2010-07-21,2010-05-14,2010-06-30,
2010,MISSION BAY NORTH FIESTA ISLAND,North Fiesta Island,NA_2013_2018 POLYGON,MB_NFI,SOUTHERN,SOUTHERN,EL_NINO,16.0,25.0,0,0,25,5,0,0,0,,,,,,N,N,Y,N,N,Y,N,N,,,,,,,,,2010-05-06,2010-07-01,2010-05-14,2010-06-10,
2010,MISSION BAY MARINERS POINT,Mariner's Point,NA_2013_2018 POLYGON,MB_MAR_PT,SOUTHERN,SOUTHERN,EL_NINO,87.0,99.0,40,50,117,68,27,14,1,,,,,,N,N,Y,N,N,N,N,N,,,,,,,,,2010-04-27,2010-08-18,2010-05-13,2010-06-03,2010-06-27
2010,MISSION BAY STONY POINT,Stony Point,NA_2013_2018 POLYGON,MB_STONY,SOUTHERN,SOUTHERN,EL_NINO,1.0,1.0,0,0,1,0,0,0,0,,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2010-05-15,2010-07-17,2010-05-22,,
2010,MISSION BAY SAN DIEGO RIVER MOUTH,San Diego River Mouth,NA_2013_2018 POLYGON,MB_SDRIV_S,SOUTHERN,SOUTHERN,EL_NINO,8.0,8.0,6,9,9,6,2,6,1,,,,,,,,,,,,,,,,,,,,,,2010-05-14,2010-08-21,2010-05-21,2010-06-10,2010-06-30
2010,SDIA LINDBERGH FIELD,Lindbergh Field/Former Naval Training Center,NA_2013_2018 POLYGON,SDIA_LF,SOUTHERN,SOUTHERN,EL_NINO,100.0,111.0,29,38,116,33,36,5,2,,,,,,Y,Y,Y,N,Y,Y,N,Y,,,,,,,,,2010-04-22,2010-08-12,2010-05-06,2010-06-04,2010-06-24
2010,NAS NORTH ISLAND,Naval Base Coronado,NA_2013_2018 POLYGON,NASNI,SOUTHERN,SOUTHERN,EL_NINO,82.0,82.0,25,25,84,32,27,5,0,,,,,,,,,,,,,,,,,,,,,,2010-04-14,2010-07-30,2010-05-08,2010-05-30,2010-06-20
2010,NAVAL AMPHIBIOUS BASE CORONADO,Naval Base Coronado,NA_2013_2018 POLYGON,NAB,SOUTHERN,SOUTHERN,EL_NINO,1071.0,1075.0,220,220,1115,221,365,168,4,,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2010-04-16,2010-08-11,2010-05-05,2010-05-26,2010-06-09
2010,DSTREET FILL SWEETWATER MARSH NWR,D Street Fill,NA_2013_2018 POLYGON,D_ST,SOUTHERN,SOUTHERN,EL_NINO,105.0,118.0,15,27,119,13,28,11,0,,,,,,Y,N,Y,Y,N,Y,Y,N,,,,,,,,,2010-04-18,2010-08-01,2010-05-06,2010-05-27,2010-06-17
2010,CHULA VISTA WILDLIFE RESERVE,Chula Vista Wildlife Refuge,NA_2013_2018 POLYGON,CV,SOUTHERN,SOUTHERN,EL_NINO,19.0,35.0,2,2,40,2,1,1,0,,,,,,Y,N,N,Y,N,Y,Y,Y,,,,,,,,,2010-04-21,2010-08-04,2010-05-13,2010-06-03,2010-07-01
2010,SOUTH SAN DIEGO BAY UNIT SDNWR SALTWORKS,Saltworks,NA_2013_2018 POLYGON,SALT,SOUTHERN,SOUTHERN,EL_NINO,41.0,57.0,5,11,65,14,1,1,1,,,,,,Y,Y,N,N,N,Y,Y,Y,,,,,,,,,2010-04-25,2010-08-09,2010-05-13,2010-06-03,2010-06-25
2010,TIJUANA ESTUARY NERR,Tijuana Estuary,NA_2013_2018 POLYGON,TJ_RIV,SOUTHERN,SOUTHERN,EL_NINO,174.0,202.0,46,53,223,83,9,12,2,,,,,,Y,N,N,N,N,Y,Y,Y,,,,,,,,,2010-04-17,2010-08-23,2010-05-05,2010-05-27,2010-06-18
2011,SACRAMENTO BUFFERLANDS,Bufferlands,NA_2013_2018 POLYGON,SAC_BUF,SACRAMENTO,SACRAMENTO,LA_NINA,1.0,1.0,3,3,1,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2011,NAPA SONOMA MARSH WILDLIFE AREA,Napa Sonoma Marsh Wildlife Area Huichica Unit (Pond 7/7A),NA_2013_2018 POLYGON,NSMWA,S.F._BAY,S.F._BAY,LA_NINA,19.0,28.0,,,38,10,0,0,1,,,,,,N,N,N,N,N,N,N,Y,,,,,,,,,2011-05-12,2011-08-04,2011-06-02,2011-07-13,
2011,MONTEZUMA WETLANDS,Montezuma,NA_2013_2018 POLYGON,MONT,S.F._BAY,S.F._BAY,LA_NINA,15.0,15.0,,,15,,,,,N,,,,,,,,,,,,,,,,,,,,,2011-05-28,2011-07-29,2011-05-28,2011-07-21,
2011,PITTSBURG POWER PLANT,Pittsburg Power Plant,NA_2013_2018 POLYGON,PITT_POWER,S.F._BAY,S.F._BAY,LA_NINA,0.0,1.0,0,0,0,,,,,Y,,,,,,,,,,,,,,,,,,,,,2011-06-25,2011-06-25,,,
2011,ALAMEDA POINT,Alameda Point,NA_2013_2018 POLYGON,ALAM_PT,S.F._BAY,S.F._BAY,LA_NINA,304.0,329.0,179,191,355,171,207,1,5,Y,,,,,Y,N,N,Y,Y,Y,Y,N,,,,,,,,,2011-04-24,2011-08-11,2011-05-17,2011-06-09,2011-07-01
2011,HAYWARD REGIONAL SHORELINE,Hayward Regional Shoreline,NA_2013_2018 POLYGON,HAY_REG_SHOR,S.F._BAY,S.F._BAY,LA_NINA,64.0,73.0,24,37,77,3,15,3,0,,,,,,N,Y,Y,N,N,N,Y,N,,,,,,,,,2011-04-29,2011-07-26,2011-05-18,2011-06-06,
2011,EDEN LANDING ECOLOGICAL RESERVE,Eden Landing Ecological Reserve,NA_2013_2018 POLYGON,ELER,S.F._BAY,S.F._BAY,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,KETTLEMAN CITY,Kettleman,NA_2013_2018 POLYGON,KET_CTY,KINGS,KINGS,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2011,OCEANO DUNES STATE VEHICULAR RECREATION AREA,Oceano Dunes State Vehicular Recreation Area,NA_2013_2018 POLYGON,OCEANO_DUNES,CENTRAL,CENTRAL,LA_NINA,30.0,34.0,50,50,35,5,0,0,0,Y,,,,,Y,N,N,N,N,N,N,N,,,,,,,,,2011-05-14,2011-08-22,2011-06-07,2011-06-30,2011-07-21
2011,RANCHO GUADALUPE DUNES PRESERVE,Rancho Guadalupe Dunes Preserve,NA_2013_2018 POLYGON,RGDP,CENTRAL,CENTRAL,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2011,VANDENBERG SFB,Vandenberg AFB,NA_2013_2018 POLYGON,VAN_SFB,CENTRAL,CENTRAL,LA_NINA,20.0,32.0,4,4,32,10,3,1,0,Y,,,,,Y,Y,N,N,N,N,Y,N,,,,,,,,,2011-05-11,2011-07-19,2011-05-29,2011-06-16,2011-07-06
2011,COAL OIL POINT RESERVE,Coal Oil Point Reserve,NA_2013_2018 POLYGON,COAL_OIL,CENTRAL,CENTRAL,LA_NINA,1.0,1.0,0,0,1,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2011,SANTA CLARA RIVER MCGRATH STATE BEACH,Santa Clara River,NA_2013_2018 POLYGON,S_CLAR_MCG,SOUTHERN,VENTURA,LA_NINA,26.0,26.0,20,20,26,,1,,,N,,,,,N,Y,N,N,Y,N,N,N,,,,,,,,,2011-06-11,2011-08-27,2011-06-11,,
2011,HOLLYWOOD BEACH,Hollywood Beach,NA_2013_2018 POLYGON,HB,SOUTHERN,VENTURA,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2011,ORMOND BEACH,Ormond Beach,NA_2013_2018 POLYGON,ORMOND,SOUTHERN,VENTURA,LA_NINA,49.0,51.0,12,12,60,7,2,0,0,N,,,,,Y,N,N,N,Y,N,Y,Y,,,,,,,,,2011-05-01,2011-08-27,2011-05-29,2011-06-17,2011-07-09
2011,NBVC POINT MUGU,NBVC Point Mugu,NA_2013_2018 POLYGON,PT_MUGU,SOUTHERN,VENTURA,LA_NINA,498.0,703.0,72,72,717,316,41,4,0,Y,,,,,Y,N,N,Y,Y,Y,Y,Y,,,,,,,,,2011-04-28,2011-08-18,2011-05-14,2011-06-12,2011-07-03
2011,VENICE BEACH,Venice Beach,NA_2013_2018 POLYGON,VEN_BCH,SOUTHERN,SOUTHERN,LA_NINA,14.0,21.0,0,0,28,0,0,0,0,,,,,,N,N,N,N,Y,N,N,N,,,,,,,,,2011-04-22,2011-07-21,2011-05-20,,
2011,LA HARBOR,Port of LA,NA_2013_2018 POLYGON,LA_HARB,SOUTHERN,SOUTHERN,LA_NINA,7.0,8.0,0,0,10,11,5,0,0,Y,,,,,N,N,N,N,Y,N,Y,N,,,,,,,,,2011-04-27,2011-08-02,2011-06-08,2011-07-10,
2011,SEAL BEACH NWR ANAHEIM BAY,Seal Beach National Wildlife Refuge,NA_2013_2018 POLYGON,SEAL_BCH_NWR,SOUTHERN,SOUTHERN,LA_NINA,159.0,177.0,11,11,177,91,9,,1,Y,,,,,N,N,N,Y,Y,Y,N,Y,,,,,,,,,2011-04-09,2011-08-06,2011-05-06,2011-06-11,2011-06-25
2011,BOLSA CHICA ECOLOGICAL RESERVE,Bolsa Chica,NA_2013_2018 POLYGON,BCER,SOUTHERN,SOUTHERN,LA_NINA,80.0,80.0,66,95,167,20,2,0,0,Y,,,,,N,Y,N,N,Y,N,Y,N,,,,,,,,,2011-04-20,2011-08-23,2011-05-09,2011-06-02,2011-06-22
2011,HUNTINGTON STATE BEACH,Huntington Beach State Park,NA_2013_2018 POLYGON,HSB,SOUTHERN,SOUTHERN,LA_NINA,518.0,707.0,107,107,712,231,112,16,5,Y,,,,,Y,Y,N,N,N,N,Y,Y,,,,,,,,,2011-04-21,2011-08-03,2011-05-12,2011-05-26,2011-06-23
2011,BURRIS ISLAND,Burris Basin,NA_2013_2018 POLYGON,BUR_ISL,SOUTHERN,SOUTHERN,LA_NINA,13.0,14.0,12,12,14,0,,,,N,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2011-05-04,2011-08-13,2011-05-21,2011-06-18,2011-07-22
2011,UPPER NEWPORT BAY ECOLOGICAL RESERVE,Upper Newport Bay,NA_2013_2018 POLYGON,UNBER,SOUTHERN,SOUTHERN,LA_NINA,6.0,6.0,0,0,6,,,,,,,,,,N,Y,N,N,N,N,N,N,,,,,,,,,,,,,
2011,MCB CAMP PENDLETON,Camp Pendleton,NA_2013_2018 POLYGON,MCBCP,SOUTHERN,SOUTHERN,LA_NINA,1014.0,1510.0,104,105,1526,748,547,3,6,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,2011-04-15,2011-08-24,2011-05-02,2011-05-25,2011-06-19
2011,BATIQUITOS LAGOON ECOLOGICAL RESERVE,Batiquitos Lagoon,NA_2013_2018 POLYGON,BLER,SOUTHERN,SOUTHERN,LA_NINA,519.0,522.0,50,50,532,138,,,,N,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,2011-05-05,2011-07-31,2011-05-15,2011-06-08,2011-06-27
2011,SAN ELIJO LAGOON ECOLOGICAL RESERVE,San Elijo Lagoon,NA_2013_2018 POLYGON,SAN_ELIJO,SOUTHERN,SOUTHERN,LA_NINA,0.0,0.0,0,0,0,,,,,N,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2011-06-14,2011-08-10,,,
2011,FAIRBANKS RANCH,Fairbanks Ranch,NA_2013_2018 POLYGON,FAIR_RAN,SOUTHERN,SOUTHERN,LA_NINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,SAN DIEGUITO LAGOON ECOLOGICAL RESERVE,San Diequito Lagoon,NA_2013_2018 POLYGON,SANDIEGU_LAG,SOUTHERN,SOUTHERN,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,MISSION BAY FAA ISLAND,FAA Island,NA_2013_2018 POLYGON,MB_FAA,SOUTHERN,SOUTHERN,LA_NINA,16.0,19.0,9,9,21,8,4,2,0,N,,,,,N,N,N,N,Y,N,Y,N,,,,,,,,,2011-05-14,2011-07-29,2011-05-14,2011-06-10,2011-07-01
2011,MISSION BAY NORTH FIESTA ISLAND,North Fiesta Island,NA_2013_2018 POLYGON,MB_NFI,SOUTHERN,SOUTHERN,LA_NINA,1.0,1.0,0,0,1,,,,,Y,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2011-05-07,2011-07-06,2011-05-29,,
2011,MISSION BAY MARINERS POINT,Mariner's Point,NA_2013_2018 POLYGON,MB_MAR_PT,SOUTHERN,SOUTHERN,LA_NINA,118.0,143.0,50,60,145,40,36,1,1,Y,,,,,Y,N,N,Y,N,Y,N,Y,,,,,,,,,2011-05-05,2011-07-29,2011-05-09,2011-06-03,2011-06-28
2011,MISSION BAY STONY POINT,Stony Point,NA_2013_2018 POLYGON,MB_STONY,SOUTHERN,SOUTHERN,LA_NINA,9.0,11.0,3,3,12,7,,1,,Y,,,,,N,N,N,N,Y,Y,N,N,,,,,,,,,2011-05-08,2011-08-01,2011-05-28,2011-06-14,2011-07-11
2011,MISSION BAY SAN DIEGO RIVER MOUTH,San Diego River Mouth,NA_2013_2018 POLYGON,MB_SDRIV_S,SOUTHERN,SOUTHERN,LA_NINA,10.0,11.0,5,6,13,5,3,,,N,,,,,N,N,N,N,Y,N,Y,N,,,,,,,,,2011-05-14,2011-08-06,2011-05-18,2011-07-01,2011-07-24
2011,SDIA LINDBERGH FIELD,Lindbergh Field/Former Naval Training Center,NA_2013_2018 POLYGON,SDIA_LF,SOUTHERN,SOUTHERN,LA_NINA,42.0,77.0,11,15,78,21,9,0,1,Y,,,,,Y,N,N,N,Y,Y,Y,Y,,,,,,,,,2011-04-21,2011-08-05,2011-05-12,2011-06-02,2011-06-23
2011,NAS NORTH ISLAND,Naval Base Coronado,NA_2013_2018 POLYGON,NASNI,SOUTHERN,SOUTHERN,LA_NINA,66.0,83.0,12,25,83,27,12,0,0,Y,,,,,Y,N,N,N,N,N,N,N,,,,,,,,,2011-04-22,2011-07-27,2011-05-06,2011-05-31,2011-06-17
2011,NAVAL AMPHIBIOUS BASE CORONADO,Naval Base Coronado,NA_2013_2018 POLYGON,NAB,SOUTHERN,SOUTHERN,LA_NINA,950.0,976.0,96,147,1062,249,143,24,4,Y,,,,,Y,N,N,N,Y,Y,Y,Y,,,,,,,,,2011-04-18,2011-08-15,2011-05-04,2011-05-27,2011-06-14
2011,DSTREET FILL SWEETWATER MARSH NWR,D Street Fill,NA_2013_2018 POLYGON,D_ST,SOUTHERN,SOUTHERN,LA_NINA,41.0,113.0,34,41,116,22,40,9,0,Y,,,,,Y,N,Y,Y,N,Y,Y,N,,,,,,,,,2011-04-21,2011-08-17,2011-05-08,2011-05-29,2011-06-23
2011,CHULA VISTA WILDLIFE RESERVE,Chula Vista Wildlife Refuge,NA_2013_2018 POLYGON,CV,SOUTHERN,SOUTHERN,LA_NINA,34.0,47.0,12,19,53,6,2,0,0,Y,,,,,Y,N,N,Y,N,N,Y,Y,,,,,,,,,2011-04-21,2011-08-26,2011-05-15,2011-06-05,2011-06-23
2011,SOUTH SAN DIEGO BAY UNIT SDNWR SALTWORKS,Saltworks,NA_2013_2018 POLYGON,SALT,SOUTHERN,SOUTHERN,LA_NINA,27.0,45.0,2,3,55,10,3,0,0,Y,,,,,Y,Y,N,Y,N,Y,Y,Y,,,,,,,,,2011-04-25,2011-08-27,2011-05-15,2011-06-08,2011-07-01
2011,TIJUANA ESTUARY NERR,Tijuana Estuary,NA_2013_2018 POLYGON,TJ_RIV,SOUTHERN,SOUTHERN,LA_NINA,152.0,240.0,90,98,264,86,1,4,1,Y,,,,,Y,Y,Y,Y,N,Y,Y,Y,,,,,,,,,2011-04-21,2011-08-20,2011-04-30,2011-06-04,2011-06-25
2011,SALTON SEA,Salton Sea,NA_2013_2018 POLYGON,SALT_SEA,SOUTHERN,SOUTHERN,LA_NINA,3.0,3.0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SACRAMENTO BUFFERLANDS,Bufferlands,NA_2013_2018 POLYGON,SAC_BUF,SACRAMENTO,SACRAMENTO,LA_NINA,1.0,1.0,0,0,2,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2012-05-23,2012-08-10,,,
2012,NAPA SONOMA MARSH WILDLIFE AREA,Napa Sonoma Marsh Wildlife Area Huichica Unit (Pond 7/7A),NA_2013_2018 POLYGON,NSMWA,S.F._BAY,S.F._BAY,LA_NINA,16.0,28.0,15,18,35,27,2,,,N,,,,,Y,N,N,N,N,N,N,N,,,,,,,,,2012-05-10,2012-07-13,2012-05-10,,
2012,MONTEZUMA WETLANDS,Montezuma,NA_2013_2018 POLYGON,MONT,S.F._BAY,S.F._BAY,LA_NINA,18.0,18.0,4,30,30,,,,,N,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2012-05-30,2012-08-26,2012-05-30,2012-06-20,2012-07-07
2012,PITTSBURG POWER PLANT,Pittsburg Power Plant,NA_2013_2018 POLYGON,PITT_POWER,S.F._BAY,S.F._BAY,LA_NINA,5.0,5.0,0,0,3,,,,,Y,,,,,N,N,Y,N,N,N,N,N,,,,,,,,,2012-05-13,2012-06-19,2012-05-13,,
2012,ALAMEDA POINT,Alameda Point,NA_2013_2018 POLYGON,ALAM_PT,S.F._BAY,S.F._BAY,LA_NINA,306.0,347.0,17,17,382,184,37,0,0,Y,,,,,Y,N,N,N,N,Y,Y,N,,,,,,,,,2012-04-19,2012-08-16,2012-05-11,2012-05-31,2012-06-19
2012,HAYWARD REGIONAL SHORELINE,Hayward Regional Shoreline,NA_2013_2018 POLYGON,HAY_REG_SHOR,S.F._BAY,S.F._BAY,LA_NINA,143.0,210.0,121,146,189,83,14,2,1,Y,,,,,Y,N,N,N,N,N,Y,N,,,,,,,,,2012-04-21,2012-08-10,2012-05-16,2012-06-06,2012-06-26
2012,EDEN LANDING ECOLOGICAL RESERVE,Eden Landing Ecological Reserve,NA_2013_2018 POLYGON,ELER,S.F._BAY,S.F._BAY,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2012,KETTLEMAN CITY,Kettleman,NA_2013_2018 POLYGON,KET_CTY,KINGS,KINGS,LA_NINA,0.0,1.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2012-06-09,,,,
2012,OCEANO DUNES STATE VEHICULAR RECREATION AREA,Oceano Dunes State Vehicular Recreation Area,NA_2013_2018 POLYGON,OCEANO_DUNES,CENTRAL,CENTRAL,LA_NINA,42.0,45.0,42,42,46,12,1,0,0,Y,,,,,Y,Y,N,N,N,N,N,N,,,,,,,,,2012-05-08,2012-08-31,2012-05-29,2012-06-24,2012-07-15
2012,RANCHO GUADALUPE DUNES PRESERVE,Rancho Guadalupe Dunes Preserve,NA_2013_2018 POLYGON,RGDP,CENTRAL,CENTRAL,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2012-05-10,,,,
2012,VANDENBERG SFB,Vandenberg AFB,NA_2013_2018 POLYGON,VAN_SFB,CENTRAL,CENTRAL,LA_NINA,16.0,18.0,10,10,18,9,4,4,0,Y,,,,,N,N,N,N,N,N,Y,N,,,,,,,,,2012-05-10,2012-08-11,2012-06-01,2012-07-01,2012-07-21
2012,COAL OIL POINT RESERVE,Coal Oil Point Reserve,NA_2013_2018 POLYGON,COAL_OIL,CENTRAL,CENTRAL,LA_NINA,0.0,0.0,0,0,0,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2012,SANTA CLARA RIVER MCGRATH STATE BEACH,Santa Clara River,NA_2013_2018 POLYGON,S_CLAR_MCG,SOUTHERN,VENTURA,LA_NINA,38.0,39.0,8,8,42,19,2,,,N,,,,,N,N,N,N,Y,N,N,Y,,,,,,,,,2012-04-29,2012-08-25,2012-05-24,2012-06-23,2012-07-14
2012,HOLLYWOOD BEACH,Hollywood Beach,NA_2013_2018 POLYGON,HB,SOUTHERN,VENTURA,LA_NINA,0.0,1.0,0,0,1,,,,,,,,,,N,N,N,N,N,N,N,N,,,,,,,,,,,,,
2012,ORMOND BEACH,Ormond Beach,NA_2013_2018 POLYGON,ORMOND,SOUTHERN,VENTURA,LA_NINA,6.0,6.0,0,0,6,5,0,0,0,N,,,,,N,N,N,N,N,N,N,Y,,,,,,,,,2012-04-29,2012-07-13,2012-05-20,2012-06-15,
2012,NBVC POINT MUGU,NBVC Point Mugu,NA_2013_2018 POLYGON,PT_MUGU,SOUTHERN,VENTURA,LA_NINA,608.0,844.0,15,15,844,709,110,10,0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,2012-04-21,2012-08-01,2012-05-09,2012-06-06,2012-06-28
2012,VENICE BEACH,Venice Beach,NA_2013_2018 POLYGON,VEN_BCH,SOUTHERN,SOUTHERN,LA_NINA,0.0,14.0,0,0,14,0,0,0,1,Y,,,,,N,N,N,N,Y,Y,N,N,,,,,,,,,2012-04-19,2012-08-12,2012-05-10,,
2012,LA HARBOR,Port of LA,NA_2013_2018 POLYGON,LA_HARB,SOUTHERN,SOUTHERN,LA_NINA,144.0,207.0,35,35,211,77,84,1,1,Y,,,,,N,N,N,N,N,Y,Y,N,,,,,,,,,2012-04-20,2012-07-25,2012-05-14,2012-06-06,2012-06-27
2012,SEAL BEACH NWR ANAHEIM BAY,Seal Beach National Wildlife Refuge,NA_2013_2018 POLYGON,SEAL_BCH_NWR,SOUTHERN,SOUTHERN,LA_NINA,117.0,121.0,40,40,121,30,42,3,1,Y,,,,,N,N,N,Y,Y,N,Y,N,,,,,,,,,2012-04-19,2012-07-24,2012-05-11,2012-06-08,2012-06-29
2012,BOLSA CHICA ECOLOGICAL RESERVE,Bolsa Chica,NA_2013_2018 POLYGON,BCER,SOUTHERN,SOUTHERN,LA_NINA,154.0,305.0,16,16,305,21,7,0,1,Y,,,,,N,Y,Y,N,Y,Y,Y,N,,,,,,,,,2012-04-17,2012-07-27,,2012-05-28,2012-07-03
2012,HUNTINGTON STATE BEACH,Huntington Beach State Park,NA_2013_2018 POLYGON,HSB,SOUTHERN,SOUTHERN,LA_NINA,422.0,534.0,90,90,542,127,150,0,0,Y,,,,,Y,Y,N,N,Y,Y,N,Y,,,,,,,,,2012-04-17,2012-07-22,2012-05-04,2012-05-24,2012-06-21
2012,BURRIS ISLAND,Burris Basin,NA_2013_2018 POLYGON,BUR_ISL,SOUTHERN,SOUTHERN,LA_NINA,11.0,11.0,7,7,11,4,0,0,0,N,,,,,N,N,N,N,N,N,N,N,,,,,,,,,2012-05-01,2012-07-19,2012-05-26,2012-06-23,2012-07-19
2012,UPPER NEWPORT BAY ECOLOGICAL RESERVE,Upper Newport Bay,NA_2013_2018 POLYGON,UNBER,SOUTHERN,SOUTHERN,LA_NINA,16.0,21.0,4,4,20,1,,,,N,,,,,N,Y,N,N,N,N,N,N,,,,,,,,,2012-05-11,,2012-05-11,2012-05-27,
2012,MCB CAMP PENDLETON,Camp Pendleton,NA_2013_2018 POLYGON,MCBCP,SOUTHERN,SOUTHERN,LA_NINA,507.0,1231.0,25,25,1245,590,676,0,6,Y,,,,,Y,N,Y,Y,Y,Y,Y,Y,,,,,,,,,2012-04-18,2012-08-06,2012-05-02,2012-05-23,2012-06-17
2012,BATIQUITOS LAGOON ECOLOGICAL RESERVE,Batiquitos Lagoon,NA_2013_2018 POLYGON,BLER,SOUTHERN,SOUTHERN,LA_NINA,550.0,562.0,34,38,563,189,400,4,1,Y,,,,,Y,Y,N,Y,N,Y,Y,N,,,,,,,,,,2012-08-05,2012-05-04,2012-05-26,2012-06-17
